genus	prevalence_count	prevalence_fraction	mean_abundance	median_abundance	zero_fraction_before_replacement	pseudocount_used	clr_min	clr_max	contamination_risk_category
Croceicoccus	52	0.8387096774193549	58.33543649579829	61.94318883965215	0.16129032258064516	0.889651	-2.5021822199456007	2.427204414127358	LOW_CURRENT_CONCERN
Rhodobacter	30	0.4838709677419355	21.711069643038282	0.0	0.5161290322580645	0.889651	-3.801574909608021	1.3989316407567371	LOW_CURRENT_CONCERN
Micrococcus	33	0.532258064516129	44.66049922780843	14.2059186161497	0.46774193548387094	0.889651	-3.9657768798936073	2.650187682343981	LOW_CURRENT_CONCERN
Bradyrhizobium	62	1.0	656.1760701182584	257.02244648096496	0.0	0.889651	0.6403497554249666	4.956205994474062	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Aquabacterium	58	0.9354838709677419	63.496853517785716	59.908758105477006	0.06451612903225806	0.889651	-2.4852535492108885	2.6283333195825804	LOW_CURRENT_CONCERN
Prevotella	18	0.2903225806451613	751.0283568672805	0.0	0.7096774193548387	0.889651	-3.8637312700602	6.884916362132246	LOW_CURRENT_CONCERN
Sulfuritalea	17	0.27419354838709675	2.301286069380009	0.0	0.7258064516129032	0.889651	-3.9657768798936073	-0.3324094379001514	LOW_CURRENT_CONCERN
Escherichia	16	0.25806451612903225	65.76131094857334	0.0	0.7419354838709677	0.889651	-4.074671126543295	4.048611094568679	LOW_CURRENT_CONCERN
Moraxella	52	0.8387096774193549	57.63390799616164	22.8523643458226	0.16129032258064516	0.889651	-2.664279086795198	2.8527927432314417	LOW_CURRENT_CONCERN
Shinella	59	0.9516129032258065	129.93500396942983	102.1492939990215	0.04838709677419355	0.889651	-3.6718998915307637	3.246696942479631	LOW_CURRENT_CONCERN
Cutibacterium	62	1.0	64.5770212641247	48.4084311674041	0.0	0.889651	-1.0114155308015746	2.8430396827000384	LOW_CURRENT_CONCERN
Chryseobacterium	24	0.3870967741935484	48.49318851123001	0.0	0.6129032258064516	0.889651	-3.6801825853450456	4.1860943566160005	LOW_CURRENT_CONCERN
Aminobacter	21	0.3387096774193548	5.238415255308854	0.0	0.6612903225806451	0.889651	-3.9657768798936073	0.7827789654028074	LOW_CURRENT_CONCERN
Sphingopyxis	62	1.0	7782.93900984375	6627.69614294195	0.0	0.889651	4.694240810583489	7.083355981981889	MODERATE_RISK_ENVIRONMENTAL
Thiomonas	42	0.6774193548387096	17.70716376732832	15.9131224914414	0.3225806451612903	0.889651	-3.801574909608021	1.7513832966558782	LOW_CURRENT_CONCERN
Flavobacterium	62	1.0	179.17713151293773	146.009131233468	0.0	0.889651	0.5573680919663744	3.2356601947936614	LOW_CURRENT_CONCERN
Verminephrobacter	13	0.20967741935483872	1.9867968867454957	0.0	0.7903225806451613	0.889651	-3.9657768798936073	-0.6761452017376954	LOW_CURRENT_CONCERN
Citrobacter	32	0.5161290322580645	25.038712440605753	5.878241787507751	0.4838709677419355	0.889651	-4.013207075599418	2.3789954147081493	LOW_CURRENT_CONCERN
Sphingobium	62	1.0	1167.9176579067796	1056.8127630685149	0.0	0.889651	2.826883146079608	5.220830204181182	LOW_CURRENT_CONCERN
Methylorubrum	38	0.6129032258064516	61.01818939075909	23.62382055235925	0.3870967741935484	0.889651	-3.9657768798936073	3.117529166648582	LOW_CURRENT_CONCERN
Ralstonia	62	1.0	594.2959362760473	81.92999182976665	0.0	0.889651	0.783452802077651	5.633020369420379	HIGH_RISK_POTENTIAL_CONTAMINANT
Erythrobacter	62	1.0	122.42010892310792	112.5423276920335	0.0	0.889651	0.6672677311603081	3.1202031986487264	LOW_CURRENT_CONCERN
Xanthobacter	36	0.5806451612903226	10.4443925203653	10.8729584990135	0.41935483870967744	0.889651	-3.8177688672256536	1.1906498595545245	LOW_CURRENT_CONCERN
Paucibacter	16	0.25806451612903225	5.857021578763781	0.0	0.7419354838709677	0.889651	-3.9657768798936073	0.45980281623867025	LOW_CURRENT_CONCERN
Streptomyces	27	0.43548387096774194	9.66207904864179	0.0	0.5645161290322581	0.889651	-3.287250677233964	0.9825738739270053	LOW_CURRENT_CONCERN
Collimonas	23	0.3709677419354839	5.7954782635573014	0.0	0.6290322580645161	0.889651	-3.9657768798936073	0.3179061558858671	LOW_CURRENT_CONCERN
Bacillus	21	0.3387096774193548	94.57094205501217	0.0	0.6612903225806451	0.889651	-3.9657768798936073	6.3111071642942775	LOW_CURRENT_CONCERN
Polaromonas	43	0.6935483870967742	11.726761260384375	12.5275636749385	0.3064516129032258	0.889651	-3.801574909608021	0.7852140073646785	LOW_CURRENT_CONCERN
Ochrobactrum	16	0.25806451612903225	119.97878239792311	0.0	0.7419354838709677	0.889651	-3.9657768798936073	3.540301131720728	LOW_CURRENT_CONCERN
Fusarium	17	0.27419354838709675	19.505823426524735	0.0	0.7258064516129032	0.889651	-4.013207075599418	2.4503058271311544	LOW_CURRENT_CONCERN
Serratia	41	0.6612903225806451	11.315536748236141	9.00496261734731	0.3387096774193548	0.889651	-3.9657768798936073	1.648405800607683	LOW_CURRENT_CONCERN
Candidatus Accumulibacter	41	0.6612903225806451	9.433498704524649	10.6270857579754	0.3387096774193548	0.889651	-4.536386246592996	0.9094120071636946	LOW_CURRENT_CONCERN
Methylibium	37	0.5967741935483871	13.991049663412022	14.48337673914485	0.4032258064516129	0.889651	-3.9657768798936073	1.0968722691747113	LOW_CURRENT_CONCERN
Novosphingobium	62	1.0	135.51907851362358	124.350477057414	0.0	0.889651	0.5254246568526835	2.9720426278487424	MODERATE_RISK_ENVIRONMENTAL
Pseudoxanthomonas	18	0.2903225806451613	19.685800913662924	0.0	0.7096774193548387	0.889651	-3.8637312700602	2.3105243101682005	LOW_CURRENT_CONCERN
Burkholderia	62	1.0	53.841384080792686	47.8136468892205	0.0	0.889651	0.18562100062819598	2.7156824032938416	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Rhizobacter	21	0.3387096774193548	6.007267119700071	0.0	0.6612903225806451	0.889651	-3.9657768798936073	0.23020587878537047	LOW_CURRENT_CONCERN
Sphingomonas	62	1.0	1893.1506334042567	1585.6466330006851	0.0	0.889651	3.4834083399643556	5.688857427591804	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Diaphorobacter	38	0.6129032258064516	68.90075555985887	58.6624490129537	0.3870967741935484	0.889651	-3.9569656984037325	2.8592984911763732	LOW_CURRENT_CONCERN
Fusobacterium	23	0.3709677419354839	660.0361359776384	0.0	0.6290322580645161	0.889651	-3.8155893242435575	6.705969816532936	LOW_CURRENT_CONCERN
Sphingobacterium	21	0.3387096774193548	4.703090785166719	0.0	0.6612903225806451	0.889651	-3.9657768798936073	0.9530674947412985	LOW_CURRENT_CONCERN
Alicycliphilus	60	0.967741935483871	262.47000707217455	230.305624466729	0.03225806451612903	0.889651	-2.185846324174213	3.5547198941193305	LOW_CURRENT_CONCERN
Devosia	50	0.8064516129032258	20.315564538687898	15.6894778932662	0.1935483870967742	0.889651	-3.9657768798936073	1.2652049830676089	LOW_CURRENT_CONCERN
Ottowia	20	0.3225806451612903	5.07826972071758	0.0	0.6774193548387096	0.889651	-3.9569656984037325	0.5574914694411284	LOW_CURRENT_CONCERN
Thauera	58	0.9354838709677419	103.05088662672775	90.5345243651127	0.06451612903225806	0.889651	-2.4813337856762625	3.1451709382356814	LOW_CURRENT_CONCERN
Phreatobacter	16	0.25806451612903225	3.1993992841897163	0.0	0.7419354838709677	0.889651	-4.536386246592996	0.9479116869106727	LOW_CURRENT_CONCERN
Dickeya	46	0.7419354838709677	63.35087433420222	12.00400700881495	0.25806451612903225	0.889651	-3.9657768798936073	3.1833568722089765	LOW_CURRENT_CONCERN
Rhizobium	62	1.0	453.44885500229486	383.03299295612646	0.0	0.889651	1.1381008485706197	4.683128033054301	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Sinorhizobium	54	0.8709677419354839	145.4870098171936	144.2639481469665	0.12903225806451613	0.889651	-2.452407068855522	3.355362123556169	LOW_CURRENT_CONCERN
Stenotrophomonas	62	1.0	133.3669673340565	94.74934962987501	0.0	0.889651	0.524801484132758	3.320959903965807	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Corynebacterium	32	0.5161290322580645	13.581327923199634	6.80495298223867	0.4838709677419355	0.889651	-3.7636713644704445	1.4131826875782996	LOW_CURRENT_CONCERN
Leptothrix	27	0.43548387096774194	8.706586059698019	0.0	0.5645161290322581	0.889651	-3.801574909608021	0.49441490284086376	LOW_CURRENT_CONCERN
Altererythrobacter	54	0.8709677419354839	30.060860951745234	29.446641875565803	0.12903225806451613	0.889651	-2.3238046748767305	1.5859656148894956	LOW_CURRENT_CONCERN
Roseolovirus	17	0.27419354838709675	14.83192889736892	0.0	0.7258064516129032	0.889651	-4.074671126543295	3.2837239544198407	LOW_CURRENT_CONCERN
Janibacter	17	0.27419354838709675	9.956341837458933	0.0	0.7258064516129032	0.889651	-3.9657768798936073	1.9962655901477797	LOW_CURRENT_CONCERN
Lactobacillus	19	0.3064516129032258	37.34745182630212	0.0	0.6935483870967742	0.889651	-3.957353342489976	3.6837649778799575	LOW_CURRENT_CONCERN
Acinetobacter	62	1.0	8674.176641427799	6929.339372691995	0.0	0.889651	5.0075324588863035	7.121349545320113	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Janthinobacterium	14	0.22580645161290322	2.48934184539614	0.0	0.7741935483870968	0.889651	-4.013207075599418	0.6088245908447765	LOW_CURRENT_CONCERN
Paracoccus	46	0.7419354838709677	52.99109853848752	47.66147314238935	0.25806451612903225	0.889651	-2.9523432224408	2.2100255872122805	LOW_CURRENT_CONCERN
Delftia	62	1.0	15928.456193417036	613.3646047405659	0.0	0.889651	0.2204742809603788	10.003430373775434	HIGH_RISK_POTENTIAL_CONTAMINANT
Sphingorhabdus	28	0.45161290322580644	5.430197974888243	0.0	0.5483870967741935	0.889651	-3.801574909608021	0.574326232975269	LOW_CURRENT_CONCERN
Klebsiella	62	1.0	434.3345072891973	315.022920948976	0.0	0.889651	-0.39951531605331514	5.502445854288464	LOW_CURRENT_CONCERN
Brachybacterium	17	0.27419354838709675	4.559122213546646	0.0	0.7258064516129032	0.889651	-3.814585342738739	1.1994363032591786	LOW_CURRENT_CONCERN
Herbaspirillum	27	0.43548387096774194	8.79980728574063	0.0	0.5645161290322581	0.889651	-3.9657768798936073	1.0417564786950293	MODERATE_RISK_ENVIRONMENTAL
Melaminivora	49	0.7903225806451613	21.029895946541227	21.10528704097205	0.20967741935483872	0.889651	-2.517839051541437	1.1913908094842953	LOW_CURRENT_CONCERN
